,VIV_SEL,P1_1,P1_2,P1_3,P1_4,P1_5_1,P1_5_2,P2_1,P2_2,P2_3,cve_est,cve_mun,Cluster_km,Cluster_birch
65375,5,3,1,1,1,1,1,3,1,1,30,193,0,1
65376,1,3,1,1,1,1,1,4,1,1,30,193,0,1
65377,3,3,1,1,1,1,1,4,1,1,30,193,0,1
65378,4,3,1,1,1,1,1,1,1,1,30,193,0,1
65379,5,3,1,1,1,1,1,4,1,1,30,193,0,1
65380,1,3,1,1,1,1,1,3,1,1,30,193,0,1
65381,2,2,1,1,1,1,2,5,1,1,30,193,0,1
65382,4,3,1,1,1,1,1,2,1,1,30,193,0,1
65383,5,2,1,1,1,1,1,4,1,1,30,193,0,1
65384,2,3,1,1,1,1,1,2,1,1,30,193,0,1
65385,4,3,1,1,1,1,1,1,1,1,30,193,0,1
65386,1,3,1,1,1,1,1,6,1,1,30,193,0,1
65387,3,3,1,1,1,1,2,4,1,1,30,193,0,1
65388,5,3,1,1,1,1,1,5,1,1,30,193,0,1
65389,1,3,1,1,1,1,1,5,1,1,30,193,0,1
65390,2,3,1,1,1,1,1,4,1,1,30,193,0,1
65391,3,3,1,1,1,1,1,3,1,1,30,193,0,1
65392,4,3,1,1,1,1,1,2,1,1,30,193,0,1
65393,5,3,1,1,1,1,1,4,1,1,30,193,0,1
65394,1,3,1,1,1,1,1,2,1,1,30,193,0,1
65395,2,3,1,1,1,1,1,2,1,1,30,193,0,1
65396,3,3,1,1,1,1,1,1,1,1,30,193,0,1
65397,4,3,1,1,1,1,1,4,1,1,30,193,0,1
65398,5,3,1,1,1,1,1,4,1,1,30,193,0,1
65399,1,2,1,1,1,1,1,4,1,1,30,193,0,1
65400,4,2,1,1,1,1,1,5,1,1,30,193,0,1
65401,5,3,1,1,1,1,1,2,1,1,30,193,0,1
65402,1,3,1,1,1,1,2,3,1,1,30,193,0,1
65403,2,2,1,1,1,1,2,2,1,1,30,193,0,1
65404,3,3,1,1,1,1,2,2,1,1,30,193,0,1
65405,4,3,2,1,1,1,1,2,1,1,30,193,0,1
65406,5,3,2,1,1,1,2,2,1,1,30,193,0,1
65407,3,3,1,1,1,1,1,1,1,1,30,193,0,1
65408,4,3,1,1,1,1,2,1,1,1,30,193,0,1
65409,5,3,1,1,1,1,2,1,1,1,30,193,0,1
65410,1,3,1,1,1,1,1,2,1,1,30,193,0,1
65411,1,3,1,1,1,1,1,2,1,1,30,193,0,1
65412,2,3,1,1,1,1,1,6,1,1,30,193,0,1
65413,3,3,1,1,1,2,1,3,1,1,30,193,0,1
65414,4,3,1,1,1,1,1,4,1,1,30,193,0,1
65415,1,3,1,1,1,1,1,2,1,1,30,193,0,1
65416,3,3,1,1,1,1,1,1,1,1,30,193,0,1
65417,4,3,1,1,1,1,1,2,1,1,30,193,0,1
65418,5,3,1,1,1,1,1,4,1,1,30,193,0,1
65419,1,2,1,1,1,1,1,5,1,1,30,193,0,1
65420,2,3,1,1,1,1,1,5,1,1,30,193,0,1
65421,3,3,1,1,1,1,1,1,1,1,30,193,0,1
65422,4,3,1,1,1,1,2,2,1,1,30,193,0,1
65423,5,3,1,1,1,1,1,2,1,1,30,193,0,1
65424,2,3,1,1,1,1,1,3,1,1,30,193,0,1
65425,3,3,1,1,1,1,1,5,1,1,30,193,0,1
65426,1,3,1,1,1,1,1,2,1,1,30,193,0,1
65427,2,3,1,1,1,1,1,2,1,1,30,193,0,1
65428,3,2,1,1,1,1,1,5,1,1,30,193,0,1
65429,4,2,1,1,1,2,2,3,1,1,30,193,0,1
65430,5,2,1,1,1,1,1,3,1,1,30,193,0,1
65431,1,2,1,1,1,1,1,2,1,1,30,193,0,1
65432,2,2,1,2,1,1,1,1,1,1,30,193,0,1
65433,3,3,1,1,1,2,2,2,1,1,30,193,0,1
65434,4,2,1,1,1,1,1,2,1,1,30,193,0,1
65435,5,2,1,1,1,1,1,3,1,1,30,193,0,1
65436,1,3,1,1,1,1,1,3,1,1,30,193,0,1
65437,2,3,1,1,1,1,1,1,1,1,30,193,0,1
65438,5,3,1,1,1,1,1,1,1,1,30,193,0,1
65439,1,3,1,1,1,1,1,2,1,1,30,193,0,1
65440,2,3,1,1,1,1,1,2,1,1,30,193,0,1
65441,3,3,1,1,1,1,1,1,1,1,30,193,0,1
65442,4,3,1,1,1,1,2,2,1,1,30,193,0,1
65443,5,3,1,1,1,1,1,4,1,1,30,193,0,1
65444,1,3,1,1,1,1,1,3,1,1,30,193,0,1
65445,3,2,1,1,1,1,1,4,1,1,30,193,0,1
65446,4,2,2,1,1,1,2,2,1,1,30,193,0,1
65447,5,3,1,1,1,1,1,8,1,1,30,193,0,1
65448,3,3,1,1,1,1,1,4,1,1,30,193,0,1
65449,4,3,1,1,1,1,1,3,1,1,30,193,0,1
65450,5,3,1,1,1,1,1,4,1,1,30,193,0,1
65451,1,3,1,1,1,1,1,4,1,1,30,193,0,1
65452,2,2,1,1,1,1,1,1,1,1,30,193,0,1
65453,3,2,1,1,1,1,1,1,1,1,30,193,0,1
65454,4,2,1,1,1,2,2,1,1,1,30,193,0,1
65455,5,2,2,1,1,2,2,1,1,1,30,193,0,1
65456,2,3,1,1,1,1,1,4,1,1,30,193,0,1
65457,3,2,1,1,1,1,2,1,1,1,30,193,0,1
65458,4,2,1,1,1,1,1,4,1,1,30,193,0,1
65459,1,3,1,1,1,1,2,1,1,1,30,193,0,1
65460,2,2,1,1,1,1,1,3,1,1,30,193,0,1
65461,3,2,2,1,1,1,2,1,1,1,30,193,0,1
65462,5,2,1,1,1,1,1,2,1,1,30,193,0,1
65463,1,3,1,1,1,1,1,2,1,1,30,193,0,1
65464,2,3,1,1,1,1,1,4,1,1,30,193,0,1
65465,4,2,1,1,1,1,2,2,1,1,30,193,0,1
65466,5,3,1,1,1,1,1,4,1,1,30,193,0,1
65467,1,3,1,1,1,1,1,2,1,1,30,193,0,1
65468,2,3,1,1,1,1,1,3,1,1,30,193,0,1
65469,4,3,1,1,1,1,1,2,1,1,30,193,0,1
65470,5,3,1,1,1,1,2,1,1,1,30,193,0,1
65471,1,3,1,1,1,1,1,5,1,1,30,193,0,1
65472,2,3,1,1,1,1,1,3,1,1,30,193,0,1
65473,3,3,1,1,1,1,2,2,1,1,30,193,0,1
65474,1,3,1,1,1,1,2,1,1,1,30,193,0,1
65475,2,3,1,1,1,1,1,1,1,1,30,193,0,1
65476,3,3,1,1,1,1,1,4,1,1,30,193,0,1
65477,4,3,1,1,1,1,1,2,1,1,30,193,0,1
65478,5,3,1,1,1,1,1,6,1,1,30,193,0,1
65479,2,3,1,1,1,1,1,3,1,1,30,193,0,1
65480,4,3,1,1,1,1,1,2,1,1,30,193,0,1
65481,5,3,1,1,1,1,2,4,1,1,30,193,0,1
65482,1,3,1,1,1,1,1,1,1,1,30,193,0,1
65483,2,3,1,1,1,1,1,3,1,1,30,193,0,1
65484,3,3,1,1,1,1,1,1,1,1,30,193,0,1
65485,4,3,1,1,1,1,1,2,1,1,30,193,0,1
65486,5,3,1,1,1,1,1,4,1,1,30,193,0,1
65487,1,3,1,1,1,1,2,2,1,1,30,193,0,1
65488,2,3,1,1,1,1,1,4,1,1,30,193,0,1
65489,3,3,1,1,1,1,1,4,1,1,30,193,0,1
65490,4,3,1,1,1,1,1,3,1,1,30,193,0,1
65491,3,3,1,1,1,1,1,1,1,1,30,193,0,1
65492,4,3,1,1,1,1,1,3,1,1,30,193,0,1
65493,5,3,1,1,1,1,1,2,1,1,30,193,0,1
65494,1,3,1,1,1,1,1,4,1,1,30,193,0,1
65495,2,3,1,1,1,1,1,3,1,1,30,193,0,1
65496,5,3,1,1,1,1,1,2,1,1,30,193,0,1
65497,1,3,1,1,1,1,1,1,1,1,30,193,0,1
65498,2,3,1,1,1,1,1,1,1,1,30,193,0,1
65499,3,3,1,1,1,1,1,2,1,1,30,193,0,1
65500,4,3,1,1,1,1,1,3,1,1,30,193,0,1
65501,5,3,1,1,1,1,1,4,1,1,30,193,0,1
65502,1,3,1,1,1,1,1,2,1,1,30,193,0,1
65503,2,3,1,1,1,1,1,2,1,1,30,193,0,1
65504,3,3,1,1,1,1,1,1,1,1,30,193,0,1
65505,4,3,1,1,1,1,1,2,1,1,30,193,0,1
65506,5,3,1,1,1,1,1,3,1,1,30,193,0,1
65507,1,3,1,1,1,1,1,1,1,1,30,193,0,1
65508,2,3,1,1,1,1,1,6,1,1,30,193,0,1
65509,3,3,1,1,1,1,1,2,1,1,30,193,0,1
65510,4,3,1,1,1,1,1,3,1,1,30,193,0,1
65511,5,3,1,1,1,1,1,3,1,1,30,193,0,1
65512,2,3,1,1,1,1,1,4,1,1,30,193,0,1
65513,4,3,1,1,1,1,1,2,1,1,30,193,0,1
65514,5,3,1,1,1,1,1,1,1,1,30,193,0,1
65515,1,3,1,1,1,1,1,3,1,1,30,193,0,1
65516,2,3,1,1,1,1,1,4,1,1,30,193,0,1
65517,3,3,1,1,1,1,1,4,1,1,30,193,0,1
65518,4,3,1,1,1,1,1,2,1,1,30,193,0,1
65519,5,3,1,1,1,1,1,3,1,1,30,193,0,1
65520,1,3,1,1,1,1,1,2,1,1,30,193,0,1
65521,2,3,1,1,1,1,1,3,1,1,30,193,0,1
65522,4,3,1,1,1,1,1,3,1,1,30,193,0,1
65523,1,3,1,1,1,1,1,2,1,1,30,193,0,1
65524,2,3,1,1,1,1,1,5,1,1,30,193,0,1
65525,3,3,1,1,1,1,1,3,1,1,30,193,0,1
65526,5,3,1,1,1,1,1,4,2,2,30,193,0,1
65527,1,2,1,2,1,1,1,3,1,1,30,193,0,1
65528,2,3,2,2,1,1,1,4,1,1,30,193,0,1
65529,3,2,2,1,1,2,2,2,1,1,30,193,0,1
65530,4,2,1,1,1,1,1,4,1,1,30,193,0,1
65531,5,2,2,2,1,1,1,4,1,1,30,193,0,1
65532,1,3,1,1,1,1,1,2,1,1,30,193,0,1
65533,2,3,1,1,1,1,1,1,1,1,30,193,0,1
65534,3,3,1,1,1,1,1,2,1,1,30,193,0,1
65535,4,3,1,1,1,1,1,5,1,1,30,193,0,1
65536,1,3,1,1,1,1,1,4,1,1,30,193,0,1
65537,2,3,1,1,1,1,1,3,1,1,30,193,0,1
65538,3,3,1,1,1,1,1,5,1,1,30,193,0,1
65539,4,3,1,1,1,1,1,6,1,1,30,193,0,1
65540,5,3,1,1,1,1,1,4,1,1,30,193,0,1
65541,1,3,1,1,1,1,1,5,1,1,30,193,0,1
65542,2,3,1,1,1,1,1,4,1,1,30,193,0,1
65543,3,3,5,1,1,1,1,2,1,1,30,193,0,1
65544,4,3,2,1,1,1,1,4,1,1,30,193,0,1
65545,5,3,2,1,1,1,1,4,1,1,30,193,0,1
65546,2,2,1,2,1,1,1,2,1,1,30,193,0,1
65547,5,2,1,1,1,1,1,1,1,1,30,193,0,1
65548,1,3,1,1,1,1,1,2,1,1,30,193,0,1
65549,2,2,1,1,1,1,1,1,1,1,30,193,0,1
65550,3,2,1,1,1,1,1,3,1,1,30,193,0,1
65551,4,2,2,1,1,1,2,2,1,1,30,193,0,1
65552,5,2,1,1,1,1,1,4,1,1,30,193,0,1
65553,1,2,1,1,1,1,1,4,1,1,30,193,0,1
65554,2,2,1,1,1,1,2,8,1,1,30,193,0,1
65555,5,2,2,1,1,1,1,2,1,1,30,193,0,1
65556,1,3,1,1,1,1,1,3,1,1,30,193,0,1
65557,2,2,1,1,1,1,1,4,1,1,30,193,0,1
65558,3,2,1,1,1,1,1,2,1,1,30,193,0,1
65559,4,3,1,1,1,1,1,4,1,1,30,193,0,1
65560,5,2,1,1,1,1,1,4,1,1,30,193,0,1
65561,1,3,1,1,1,1,1,4,1,1,30,193,0,1
65562,2,2,1,1,1,1,1,3,1,1,30,193,0,1
65563,3,2,2,1,1,1,2,2,1,1,30,193,0,1
65564,4,3,1,2,1,1,2,3,1,1,30,193,0,1
65565,5,2,1,1,1,1,2,7,1,1,30,193,0,1
65566,2,3,1,1,1,2,2,4,1,1,30,193,0,1
65567,4,3,1,1,1,1,1,3,1,1,30,193,0,1
65568,2,2,1,1,1,1,1,4,1,1,30,193,0,1
65569,3,3,1,2,1,1,1,2,1,1,30,193,0,1
65570,4,2,1,2,1,1,1,4,1,1,30,193,0,1
65571,5,2,2,2,1,1,1,5,1,1,30,193,0,1
65572,1,3,1,1,1,1,2,1,1,1,30,193,0,1
65573,4,2,6,2,1,1,1,9,1,1,30,193,0,1
65574,1,3,1,1,1,1,1,4,1,1,30,193,0,1
65575,2,2,1,1,1,1,1,4,1,1,30,193,0,1
65576,3,2,1,1,1,1,1,4,1,1,30,193,0,1
65577,4,2,1,1,1,1,1,5,1,1,30,193,0,1
65578,1,3,1,1,1,1,1,4,1,1,30,193,0,1
65579,2,3,1,1,1,1,1,3,1,1,30,193,0,1
65580,3,3,1,1,1,1,1,4,1,1,30,193,0,1
65581,4,3,1,1,1,1,1,4,1,1,30,193,0,1
65582,1,3,1,1,1,1,1,5,1,1,30,193,0,1
65583,2,3,1,1,1,1,1,3,1,1,30,193,0,1
65584,4,3,1,1,1,1,1,3,1,1,30,193,0,1
65585,2,3,1,1,1,1,1,4,1,1,30,193,0,1
65586,1,3,1,1,1,1,1,5,1,1,30,193,0,1
65587,2,3,1,1,1,1,1,2,1,1,30,193,0,1
65588,3,3,1,1,1,1,1,2,1,1,30,193,0,1
65589,4,3,1,1,1,1,2,1,1,1,30,193,0,1
65590,5,3,1,1,1,1,1,4,1,1,30,193,0,1
65591,1,2,1,1,1,1,1,4,1,1,30,193,0,1
65592,2,3,1,1,1,1,2,3,1,1,30,193,0,1
65593,3,3,1,1,1,2,1,1,1,1,30,193,0,1
65594,4,3,1,1,1,1,1,5,1,1,30,193,0,1
65595,5,2,2,2,1,2,2,1,1,1,30,193,0,1
65596,2,3,1,1,1,1,1,5,1,1,30,193,0,1
65597,3,3,1,1,1,1,1,4,1,1,30,193,0,1
65598,1,3,1,1,1,1,1,4,1,1,30,193,0,1
65599,4,3,1,1,1,1,1,5,1,1,30,193,0,1
65600,5,3,1,1,1,1,1,4,1,1,30,193,0,1
65601,3,3,1,1,1,1,1,3,1,1,30,193,0,1
65602,4,2,1,1,1,1,1,5,1,1,30,193,0,1
65603,5,3,1,1,1,1,1,1,1,1,30,193,0,1
65604,1,2,2,2,1,2,2,2,1,1,30,193,0,1
65605,2,3,1,1,1,1,1,2,1,1,30,193,0,1
65606,3,2,1,1,1,2,2,3,1,1,30,193,0,1
65607,4,3,1,1,1,1,1,2,1,1,30,193,0,1
65608,5,3,1,1,1,1,1,1,1,1,30,193,0,1
65609,2,3,1,1,1,1,1,4,1,1,30,193,0,1
65610,3,2,1,1,1,1,1,6,1,1,30,193,0,1
65611,5,3,1,1,1,1,1,4,1,1,30,193,0,1
65612,1,2,1,1,1,1,1,6,1,1,30,193,0,1
65613,2,3,1,1,1,1,1,6,1,1,30,193,0,1
65614,3,2,1,1,1,1,1,4,1,1,30,193,0,1
65615,4,2,1,1,1,1,2,1,1,1,30,193,0,1
65616,5,2,2,1,1,1,1,1,1,1,30,193,0,1
65617,2,3,1,1,1,1,1,2,1,1,30,193,0,1
65618,3,3,1,1,1,1,1,2,1,1,30,193,0,1
65619,4,2,1,1,1,1,1,6,2,2,30,193,0,1
65620,5,3,1,1,1,1,1,2,1,1,30,193,0,1
65621,2,3,1,1,1,1,1,2,1,1,30,193,0,1
65622,3,3,1,1,1,1,1,2,1,1,30,193,0,1
65623,1,3,1,1,1,1,1,3,1,1,30,193,0,1
65624,2,3,1,1,1,1,1,1,1,1,30,193,0,1
65625,4,2,1,1,1,1,1,4,1,1,30,193,0,1
65626,5,2,1,1,1,1,1,2,1,1,30,193,0,1
65627,1,3,1,1,1,1,1,2,1,1,30,193,0,1
65628,2,2,1,1,1,1,2,1,1,1,30,193,0,1
65629,3,2,1,1,1,1,1,5,1,1,30,193,0,1
65630,4,3,1,1,1,1,1,2,1,1,30,193,0,1
65631,5,3,1,1,1,1,1,3,1,1,30,193,0,1
65632,1,3,1,1,1,1,1,2,1,1,30,193,0,1
65633,5,2,1,1,1,1,1,1,1,1,30,193,0,1
65634,1,2,1,1,1,1,1,1,1,1,30,193,0,1
65635,2,3,1,2,1,1,1,3,1,1,30,193,0,1
65636,3,2,2,1,1,2,2,3,1,1,30,193,0,1
65637,4,3,1,1,1,1,1,4,1,1,30,193,0,1
65638,5,3,1,1,1,1,1,1,1,1,30,193,0,1
65639,2,3,1,1,1,1,1,2,1,1,30,193,0,1
65640,5,3,1,1,1,1,1,3,1,1,30,193,0,1
65641,1,3,1,1,1,1,1,4,1,1,30,193,0,1
65642,2,3,1,1,1,1,1,1,1,1,30,193,0,1
65643,4,3,1,1,1,1,1,4,1,1,30,193,0,1
65644,1,3,1,1,1,1,1,7,1,1,30,193,0,1
65645,2,3,1,1,1,1,1,2,1,1,30,193,0,1
65646,4,3,1,1,1,1,1,9,1,1,30,193,0,1
65647,1,3,1,1,1,1,1,2,1,1,30,193,0,1
65648,2,3,1,1,1,1,1,6,1,1,30,193,0,1
65649,3,3,1,1,1,1,1,5,1,1,30,193,0,1
65650,4,3,1,1,1,1,1,4,1,1,30,193,0,1
65651,5,3,1,1,1,1,1,3,1,1,30,193,0,1
65652,1,3,1,1,1,1,1,3,1,1,30,193,0,1
65653,4,3,1,1,1,1,1,3,1,1,30,193,0,1
65654,5,3,1,1,1,1,1,4,1,1,30,193,0,1
65655,1,2,1,1,1,1,1,3,1,1,30,193,0,1
65656,2,2,1,1,1,1,2,1,1,1,30,193,0,1
65657,3,3,1,1,1,1,1,4,1,1,30,193,0,1
65658,5,2,1,1,1,1,1,3,1,1,30,193,0,1
65659,1,2,1,1,1,2,2,1,1,1,30,193,0,1
65660,2,3,1,1,1,1,1,2,1,1,30,193,0,1
65661,3,3,1,1,1,1,1,5,1,1,30,193,0,1
65662,1,3,1,1,1,1,1,4,1,1,30,193,0,1
65663,2,3,1,1,1,1,1,4,1,1,30,193,0,1
65664,4,2,1,1,1,1,2,1,1,1,30,193,0,1
65665,1,3,1,1,1,1,1,3,1,1,30,193,0,1
65666,3,3,1,1,1,1,1,4,1,1,30,193,0,1
65667,4,2,1,1,1,1,1,2,1,1,30,193,0,1
65668,5,2,1,1,1,1,1,4,1,1,30,193,0,1
65669,1,3,1,1,1,1,1,2,1,1,30,193,0,1
65670,2,3,1,1,1,1,1,2,1,1,30,193,0,1
65671,3,3,1,1,1,1,1,2,1,1,30,193,0,1
65672,4,2,1,1,1,1,1,3,1,1,30,193,0,1
65673,1,3,1,1,1,1,2,3,1,1,30,193,0,1
65674,2,3,1,1,1,1,1,5,1,1,30,193,0,1
65675,3,3,1,1,1,1,1,3,1,1,30,193,0,1
65676,5,3,1,1,1,1,1,5,1,1,30,193,0,1
65677,1,3,1,1,1,1,1,4,1,1,30,193,0,1
65678,2,3,1,1,1,1,1,3,1,1,30,193,0,1
65679,3,3,1,1,1,1,1,2,1,1,30,193,0,1
65680,4,3,1,1,1,1,1,5,1,1,30,193,0,1
65681,5,3,1,1,1,1,1,2,1,1,30,193,0,1
65682,2,3,1,1,1,1,1,5,1,1,30,193,0,1
65683,3,3,1,1,1,1,1,3,1,1,30,193,0,1
65684,5,3,1,1,1,1,2,3,1,1,30,193,0,1
65685,1,3,1,1,1,2,1,2,1,1,30,193,0,1
65686,2,3,1,1,1,1,1,2,1,1,30,193,0,1
65687,3,3,1,1,1,1,1,4,1,1,30,193,0,1
65688,5,2,1,1,1,1,1,3,1,1,30,193,0,1
65689,1,2,1,1,1,1,2,1,1,1,30,193,0,1
65690,2,3,1,1,1,1,1,4,1,1,30,193,0,1
65691,3,2,1,1,1,1,1,2,1,1,30,193,0,1
65692,2,3,1,1,1,1,1,2,1,1,30,193,0,1
65693,3,2,1,2,1,1,1,2,1,1,30,193,0,1
65694,4,3,1,1,1,1,1,1,1,1,30,193,0,1
65695,5,3,1,1,1,1,1,3,1,1,30,193,0,1
65696,2,3,1,1,1,1,1,5,1,1,30,193,0,1
65697,3,3,1,1,1,1,1,3,1,1,30,193,0,1
65698,4,3,1,1,1,1,1,2,1,1,30,193,0,1
65699,5,3,1,1,1,1,1,5,1,1,30,193,0,1
65700,1,2,1,1,1,1,1,5,1,1,30,193,0,1
65701,2,3,1,1,1,1,1,2,1,1,30,193,0,1
65702,3,3,1,1,1,1,1,2,1,1,30,193,0,1
65703,4,2,1,1,1,1,1,4,1,1,30,193,0,1
65704,5,3,1,1,1,1,1,2,1,1,30,193,0,1
65705,1,3,1,1,1,1,1,2,1,1,30,193,0,1
65706,2,3,1,1,1,1,1,3,1,1,30,193,0,1
65707,3,3,1,1,1,1,1,3,1,1,30,193,0,1
65708,4,3,1,1,1,1,1,6,1,1,30,193,0,1
65709,5,2,1,1,1,1,1,1,1,1,30,193,0,1
65710,2,2,1,1,1,1,2,4,1,1,30,193,0,1
65711,3,2,1,1,1,1,2,4,1,1,30,193,0,1
65712,4,3,1,1,1,1,2,1,1,1,30,193,0,1
65713,5,3,1,1,1,1,1,3,1,1,30,193,0,1
65714,1,3,1,1,1,1,1,4,1,1,30,193,0,1
65715,4,2,1,1,1,2,1,2,1,1,30,193,0,1
65716,5,2,1,1,1,1,1,4,1,1,30,193,0,1
65717,1,2,1,1,1,1,2,3,1,1,30,193,0,1
65718,2,3,1,1,1,1,1,5,1,1,30,193,0,1
65719,3,3,1,1,1,2,2,1,1,1,30,193,0,1
65720,4,2,1,5,1,1,1,2,1,1,30,193,0,1
65721,5,2,1,2,1,1,2,6,1,1,30,193,0,1
65722,1,3,1,1,1,1,1,2,1,1,30,193,0,1
65723,2,3,1,1,1,1,1,4,1,1,30,193,0,1
65724,3,3,1,1,1,1,1,3,1,1,30,193,0,1
65725,5,2,1,1,1,1,2,1,1,1,30,193,0,1
65726,2,3,1,1,1,1,1,2,1,1,30,193,0,1
65727,3,2,1,1,1,1,1,6,1,1,30,193,0,1
65728,5,3,1,1,1,1,1,4,1,1,30,193,0,1
65729,1,3,1,1,1,1,1,3,1,1,30,193,0,1
65730,2,1,2,2,1,1,1,1,1,1,30,193,0,1
65731,3,2,1,1,1,1,1,7,1,1,30,193,0,1
65732,4,2,2,1,1,1,1,3,1,1,30,193,0,1
65733,5,3,1,1,1,1,1,3,1,1,30,193,0,1
65734,1,3,1,1,1,1,1,4,1,1,30,193,0,1
65735,3,2,1,1,1,1,2,4,1,1,30,193,0,1
65736,4,2,1,1,1,1,2,4,1,1,30,193,0,1
65737,5,2,1,1,1,1,1,3,1,1,30,193,0,1
65738,1,3,1,1,1,1,1,2,1,1,30,193,0,1
65739,2,3,1,1,1,1,1,2,1,1,30,193,0,1
65740,3,3,1,1,1,1,1,2,1,1,30,193,0,1
65741,5,3,1,1,1,1,1,2,1,1,30,193,0,1
65742,1,3,1,1,1,1,1,4,1,1,30,193,0,1
65743,2,3,1,1,1,1,1,2,1,1,30,193,0,1
65744,4,3,1,1,1,1,1,2,1,1,30,193,0,1
65745,5,3,1,1,1,1,1,4,1,1,30,193,0,1
65746,1,3,1,1,1,1,1,6,1,1,30,193,0,1
65747,2,2,1,1,1,1,1,4,1,1,30,193,0,1
65748,3,3,1,1,1,2,2,4,1,1,30,193,0,1
65749,5,3,1,1,1,1,1,3,1,1,30,193,0,1
65750,1,2,2,2,1,1,1,6,1,1,30,193,0,1
65751,4,3,1,1,1,1,1,4,1,1,30,193,0,1
65752,5,3,1,2,1,1,1,2,1,1,30,193,0,1
65753,1,2,1,1,1,1,1,3,1,1,30,193,0,1
65754,2,2,1,1,1,2,2,3,1,1,30,193,0,1
65755,3,2,1,1,1,2,2,1,1,1,30,193,0,1
65756,5,2,1,1,1,1,1,2,1,1,30,193,0,1
65757,4,3,1,1,1,1,2,3,1,1,30,193,0,1
65758,5,3,1,1,1,1,1,2,1,1,30,193,0,1
65759,1,3,1,1,1,1,1,4,1,1,30,193,0,1
65760,2,3,1,1,1,1,1,2,1,1,30,193,0,1
65761,3,3,1,1,1,1,1,4,1,1,30,193,0,1
65762,4,3,1,1,1,1,1,2,1,1,30,193,0,1
65763,5,3,1,1,1,1,1,4,1,1,30,193,0,1
65764,2,3,1,1,1,1,1,2,1,1,30,3,2,3
65765,3,2,1,1,1,1,2,5,1,1,30,3,2,3
65766,4,2,2,1,1,1,2,2,1,1,30,3,2,3
65767,8,3,1,1,1,1,1,4,1,1,30,3,2,3
65768,9,2,2,1,1,1,1,1,1,1,30,3,2,3
65769,11,3,1,1,1,1,2,3,1,1,30,3,2,3
65770,12,2,1,1,1,1,1,1,1,1,30,3,2,3
65771,13,3,1,1,1,1,1,4,1,1,30,3,2,3
65772,14,1,2,2,1,2,1,1,1,1,30,3,2,3
65773,15,1,1,2,1,1,1,6,1,1,30,3,2,3
65774,16,2,1,1,1,2,2,1,1,1,30,3,2,3
65775,18,2,2,1,1,1,2,6,1,1,30,3,2,3
65776,19,1,6,1,1,2,2,1,1,1,30,3,2,3
65777,20,2,6,1,1,2,1,7,1,1,30,3,2,3
65778,1,2,2,1,1,1,2,3,1,1,30,3,2,3
65779,2,2,1,1,1,1,1,4,1,1,30,3,2,3
65780,3,2,1,1,1,1,1,1,1,1,30,3,2,3
65781,4,2,2,1,1,1,1,2,1,1,30,3,2,3
65782,5,2,1,1,1,1,1,4,1,1,30,3,2,3
65783,6,3,1,1,1,1,1,1,1,1,30,3,2,3
65784,7,2,2,1,1,1,1,2,1,1,30,3,2,3
65785,8,2,2,1,1,1,1,3,1,1,30,3,2,3
65786,9,3,1,1,1,1,1,4,1,1,30,3,2,3
65787,10,1,2,1,1,2,2,1,1,1,30,3,2,3
65788,12,2,1,1,1,1,1,3,1,1,30,3,2,3
65789,13,2,1,1,1,1,1,4,1,1,30,3,2,3
65790,4,3,1,2,1,1,2,5,1,1,30,193,0,1
65791,5,3,1,1,1,1,2,5,1,1,30,193,0,1
65792,1,2,1,2,1,1,1,5,1,1,30,193,0,1
65793,2,2,1,1,1,2,1,1,1,1,30,193,0,1
65794,3,3,1,1,1,1,1,5,1,1,30,193,0,1
65795,4,3,1,1,1,1,1,6,1,1,30,193,0,1
65796,5,2,1,1,1,1,1,2,1,1,30,193,0,1
65797,1,3,1,1,1,1,1,4,1,1,30,193,0,1
65798,2,3,1,1,1,1,1,4,1,1,30,193,0,1
65799,3,3,1,1,1,1,1,3,1,1,30,193,0,1
65800,4,3,1,1,1,1,1,2,1,1,30,193,0,1
65801,5,3,1,1,1,1,1,3,1,1,30,193,0,1
65802,1,3,1,1,1,1,1,4,1,1,30,193,0,1
65803,2,3,1,1,1,1,1,5,1,1,30,193,0,1
65804,3,3,1,1,1,1,1,4,1,1,30,193,0,1
65805,4,3,1,1,1,1,1,2,1,1,30,193,0,1
65806,5,3,1,1,1,1,1,2,1,1,30,193,0,1
65807,1,2,1,1,1,1,1,3,1,1,30,193,0,1
65808,2,3,1,1,1,1,1,2,1,1,30,193,0,1
65809,3,3,1,2,1,1,1,4,1,1,30,193,0,1
65810,5,2,1,1,1,1,1,1,1,1,30,193,0,1
65811,1,3,1,1,1,1,1,4,1,1,30,193,0,1
65812,2,3,1,1,1,1,1,5,1,1,30,193,0,1
65813,3,2,1,1,1,1,1,5,1,1,30,193,0,1
65814,4,2,1,1,1,1,1,4,1,1,30,193,0,1
65815,5,2,1,2,1,1,1,3,1,1,30,193,0,1
65816,1,3,1,1,1,1,1,2,1,1,30,193,0,1
65817,2,3,1,1,1,1,2,1,1,1,30,193,0,1
65818,3,3,1,1,1,1,1,1,1,1,30,193,0,1
65819,1,3,1,1,1,1,1,5,1,1,30,193,0,1
65820,2,3,1,1,1,1,1,3,1,1,30,193,0,1
65821,3,3,1,1,1,1,2,2,1,1,30,193,0,1
65822,4,3,1,1,1,1,1,2,1,1,30,193,0,1
